ds,yhat,yhat_lower,yhat_upper,StoreType
2013-09-28,2077438.3988536347,1530971.2247816722,2664914.5261229095,d
2013-09-29,-8656.435416163644,-597446.3259172502,528083.0521115435,d
2013-09-30,2615914.8740191194,2065844.243619087,3212594.0042873584,d
2013-10-01,2185285.054163874,1634523.117735138,2774590.108224189,d
2013-10-02,2120491.939478651,1537924.1339849383,2695734.82264399,d
2013-10-03,-74817.0266644205,-635985.3143932784,480178.03504830913,d
2013-10-04,2313660.653141092,1763570.3357410175,2867601.469772623,d
2013-10-05,2076200.7370549731,1484919.3196144502,2649293.7598854112,d
2013-10-06,-22088.774017651565,-569057.1631323379,567520.3095484414,d
2013-10-07,2590550.897930557,2032530.4728001938,3177121.0664388924,d
2013-10-08,2148529.9212985495,1548682.3803887474,2704548.3953819545,d
2013-10-09,2073150.1297290397,1532793.3322994143,2638126.1713071265,d
2013-10-10,2058876.2282987554,1456271.8495786348,2668690.0808993173,d
2013-10-11,2248506.1799443974,1682838.1774171253,2860466.559691764,d
2013-10-12,2004220.8789108829,1460860.286436345,2569878.2284747795,d
2013-10-13,-99298.88178263837,-688060.8339525552,473333.55501229764,d
2013-10-14,2509810.9403674556,1987974.4236869677,3063251.3358994043,d
2013-10-15,2066021.9053713803,1463390.5896051743,2637312.646167313,d
2013-10-16,1990651.971008345,1435558.5857154205,2529398.4469645065,d
2013-10-17,1978136.5787795808,1436966.34007111,2528675.308253384,d
2013-10-18,2171200.200787603,1608130.7401084458,2735377.785786453,d
2013-10-19,1931908.4239780258,1407270.5401114435,2493963.2427656655,d
2013-10-20,-165739.2958449372,-764585.2670036467,396840.29725552164,d
2013-10-21,2450461.81716771,1855447.6817381857,3042805.390011588,d
2013-10-22,2014768.3312386698,1398965.9171772972,2595095.0627508764,d
2013-10-23,1948261.7126228448,1345934.967864496,2527656.6166310986,d
2013-10-24,1945126.435782441,1372010.9731444658,2533119.2576140747,d
2013-10-25,2147828.959230307,1591514.67875966,2727277.2841844885,d
2013-10-26,1918177.4293643641,1360272.393745465,2497327.7962181075,d
2013-10-27,-169550.16786519694,-757328.1592231133,378485.09685234627,d
2013-10-28,2456089.36076253,1892964.7486725117,3063822.533351826,d
2013-10-29,2029141.186977975,1466637.6699090684,2552391.1275654426,d
2013-10-30,1970503.9690948827,1374521.4842172503,2532987.4678829717,d
2013-10-31,1974213.323869799,1362199.5949036756,2531666.057304755,d
2013-11-01,2182625.1561270347,1614003.941057524,2733670.2734163213,d
2013-11-02,1957478.577721959,1390182.8938443994,2532075.897842488,d
2013-11-04,2500729.3634652626,1955435.4490154241,3070598.0697903857,d
2013-11-05,2074695.8891142085,1516616.3543554617,2623588.52602432,d
2013-11-06,2015927.9913303375,1465316.6795789774,2603583.633496099,d
2013-11-07,2018603.3342392305,1467492.5399963576,2587966.578336324,d
2013-11-08,2225253.788834784,1633840.5430398402,2803712.790191943,d
2013-11-09,1997822.884084415,1459991.6996990403,2569713.307509524,d
2013-11-11,2535857.1195014943,1983262.126225933,3099427.33725691,d
2013-11-12,2107381.70017919,1529556.4290433263,2685602.700234226,d
2013-11-13,2046613.8953738725,1472202.7859738087,2619593.0734597472,d
2013-11-14,2047970.9604085719,1499442.467703128,2653915.6578983953,d
2013-11-15,2254207.855669648,1668692.0425433263,2805768.4117437624,d
2013-11-16,2027467.1929414996,1474768.538795039,2573192.5843351833,d
2013-11-18,2570828.941037249,1959942.8795995242,3125620.374957309,d
2013-11-19,2147210.8836054066,1566932.1429230215,2722482.8662025337,d
2013-11-20,2092835.2850519407,1509443.7105457175,2664975.5718145627,d
2013-11-21,2101689.6698403102,1538885.1104671012,2672177.597360134,d
2013-11-22,2316896.1610345975,1758377.5599080762,2847656.5351790856,d
2013-11-23,2100490.6313418644,1536987.7053683356,2645024.399920439,d
2013-11-25,2667950.7591480967,2095950.2647622388,3251046.7371500563,d
2013-11-26,2257650.722080636,1701163.4328699643,2803635.0368027915,d
2013-11-27,2217077.7603384624,1657158.9163780876,2825915.365492436,d
2013-11-28,2240332.8737571174,1648266.0422943537,2784217.76830981,d
2013-11-29,2469781.8194459234,1893181.2964106472,3052724.40064852,d
2013-11-30,2267113.2115058196,1734839.4934960366,2844345.5767324427,d
2013-12-02,2859121.389563967,2241212.8622568226,3396921.3411352597,d
2013-12-03,2458944.762611156,1908645.2826182707,3015567.4066127352,d
2013-12-04,2426632.116321606,1851896.2931643808,2970117.5550461113,d
2013-12-05,2455997.1405637665,1876168.6808704962,3002443.5020406866,d
2013-12-06,2689155.5266367886,2120073.332956727,3258144.6688240347,d
2013-12-07,2487590.01411555,1899979.420831962,3028195.7287053103,d
2013-12-09,3073417.0943899294,2489525.210616777,3652092.350069516,d
2013-12-10,2665812.611996033,2111096.5760410256,3228459.4545554062,d
2013-12-11,2623183.8300142772,2049556.619331646,3223660.2658533156,d
2013-12-12,2639422.670337068,2087904.7245520854,3245811.97260436,d
2013-12-13,2856782.8280042442,2308460.559876609,3477802.828166371,d
2013-12-14,2636942.3928096406,2020954.262273143,3193757.6090993467,d
2013-12-16,3179833.418105227,2618976.061785614,3755365.2967470377,d
2013-12-17,2748204.4149531643,2185684.921618358,3258324.381137014,d
2013-12-18,2680334.0253453823,2102499.424775382,3241707.9502888247,d
2013-12-19,2670514.9330903203,2127376.806677665,3259852.8559670663,d
2013-12-20,2861419.475457009,2286465.4016887527,3418753.9057443896,d
2013-12-21,2615153.112061792,2037063.903024446,3176048.668306655,d
2013-12-22,506374.1335619036,-114226.85004290871,1069827.191698191,d
2013-12-23,3106978.615352107,2545894.904407106,3681728.4220460393,d
2013-12-24,2651448.2564642145,2091642.8599517825,3215302.710645721,d
2013-12-27,2704115.8615073566,2109227.729707689,3270231.886634793,d
2013-12-28,2442360.6476498395,1930342.3076287836,2988148.51024294,d
2013-12-29,320806.4673494708,-269701.5504919119,885830.3574126344,d
2013-12-30,2911488.482535675,2366133.263675135,3540605.9732300607,d
2013-12-31,2449046.9537633946,1846825.988444922,2990619.9241805295,d
2014-01-02,2323837.015643374,1720349.3025184644,2908692.5491649914,d
2014-01-03,2498541.865165871,1954332.4435176938,3068359.571314894,d
2014-01-04,2241291.108642558,1702285.4331051758,2854745.955801401,d
2014-01-05,126749.97802798776,-469415.9987692873,664148.9486165119,d
2014-01-06,2726724.186914877,2159333.261915858,3280899.0082525187,d
2014-01-07,2275588.9123629583,1723466.080261995,2796116.501861805,d
2014-01-08,2194533.1821504645,1640226.0262349187,2750253.238916625,d
2014-01-09,2177837.0599074336,1601924.502771505,2756974.699010329,d
2014-01-10,2368049.6691873204,1804508.4465949922,2923979.5572077855,d
2014-01-11,2127047.912871934,1562160.1427769312,2717229.816782819,d
2014-01-13,2645877.8203026215,2087764.3292803937,3232770.583208017,d
2014-01-14,2211256.581706105,1647323.9153824365,2813690.4069369165,d
2014-01-15,2146201.3851157255,1612786.056960334,2720074.1296416977,d
2014-01-16,2144731.679980092,1552626.828333629,2693950.202994246,d
2014-01-17,2349167.323831975,1808957.2497748462,2898549.4928287477,d
2014-01-18,2121190.7588893943,1504629.6047511534,2707322.016951827,d
2014-01-20,2661887.284713435,2092181.1346735037,3198311.5464268303,d
2014-01-21,2235909.314909607,1656275.2077335624,2812043.208733844,d
2014-01-22,2177902.95797046,1602922.015092428,2693509.8576866277,d
2014-01-23,2181883.2577397656,1611708.603362549,2707264.7373433183,d
2014-01-24,2390200.059768765,1823202.578118528,2921627.2906121146,d
2014-01-25,2164597.0404480374,1579789.1679776998,2736525.712113443,d
2014-01-27,2705895.9533292553,2107561.3214155384,3290430.3091761093,d
2014-01-28,2278389.45584619,1690873.6512349136,2843256.0114766317,d
2014-01-29,2217822.91081539,1680926.667945567,2779127.970657989,d
2014-01-30,2218365.127104977,1663827.8778835528,2787916.76349019,d
2014-01-31,2422524.2112827804,1829300.200258818,3002889.819389397,d
2014-02-01,2192202.170859997,1697717.6562653542,2755163.6948764245,d
2014-02-03,2722988.8812271766,2149870.8933266727,3300542.9890590655,d
2014-02-04,2289972.0313460683,1707171.7875486321,2812611.640863239,d
2014-02-05,2223893.985791645,1678716.980703332,2746657.674547449,d
2014-02-06,2219031.6423197514,1661693.0540415884,2777313.9144204827,d
2014-02-07,2417985.1557730213,1876272.2958333867,2956388.1847539623,d
2014-02-08,2182732.0556018143,1615843.2209720495,2771603.9596413067,d
2014-02-10,2704701.046364721,2140268.326694461,3253783.738986286,d
2014-02-11,2267870.011117842,1673393.3102273885,2791509.351229335,d
2014-02-12,2198400.1098682503,1640157.1807188548,2748935.3579182555,d
2014-02-13,2190573.6249733646,1617813.5357842927,2742354.179364739,d
2014-02-14,2386987.4772776226,1803844.6979567236,2941033.696790472,d
2014-02-15,2149609.6706925156,1543507.166739967,2695918.983944192,d
2014-02-17,2668518.5062791035,2112236.373995991,3276449.8761896435,d
2014-02-18,2230722.028973247,1660436.8024945166,2799252.8431856427,d
2014-02-19,2160645.5040222513,1590143.9043616678,2743541.7500347234,d
2014-02-20,2152562.136698373,1560684.1633436033,2739918.8653733274,d
2014-02-21,2349064.395523877,1787763.2106292096,2904278.8721397673,d
2014-02-22,2112121.0475052376,1532462.7874116974,2700193.053132772,d
2014-02-23,16201.511408592341,-552545.5437816362,607400.6503208894,d
2014-02-24,2632966.3702711873,2091598.944670996,3184104.622213234,d
2014-02-25,2196698.3381977333,1621404.5283278232,2801750.0100203645,d
2014-02-26,2128547.155117722,1579575.5337813783,2693510.365850125,d
2014-02-27,2122805.805599694,1533901.4649336503,2684765.4373709313,d
2014-02-28,2322086.1500968374,1735653.5463040252,2892823.3625091626,d
2014-03-01,2088373.9136648367,1479895.923410706,2702034.592728544,d
2014-03-03,2617083.2341636084,2037294.366472555,3235149.4782212237,d
2014-03-04,2185450.4383614934,1628355.3997985935,2740303.412884437,d
2014-03-05,2122388.23328552,1561192.6395941821,2671806.663770484,d
2014-03-06,2122163.237388393,1611955.7370110978,2696583.935449074,d
2014-03-07,2327347.33035828,1751838.7801053934,2896480.253478637,d
2014-03-08,2099871.837252111,1546084.5573551492,2684639.69632138,d
2014-03-09,14149.42291297391,-558971.03378378,552567.5367338363,d
2014-03-10,2641762.679266198,2067974.0767692737,3204989.5376907964,d
2014-03-11,2216893.8263071757,1660338.2111992375,2810472.553293372,d
2014-03-12,2160569.1041649915,1570624.2168447047,2703462.863752507,d
2014-03-13,2166935.3311952483,1627242.2873695362,2761464.067020177,d
2014-03-14,2378436.765487953,1817001.1186841445,2962199.46700248,d
2014-03-15,2156872.2326604836,1565017.4103577633,2750699.8559009717,d
2014-03-16,76520.35298625403,-529920.0870697472,664659.6128692108,d
2014-03-17,2708831.758235816,2112916.5078924093,3259002.418545379,d
2014-03-18,2287862.61267211,1729582.260634036,2856577.4330810006,d
2014-03-19,2234522.899203777,1664306.1214039363,2827440.40219533,d
2014-03-20,2242856.821872827,1651885.7556002513,2812357.5506583876,d
2014-03-21,2455223.335649438,1876108.6970974063,3021055.218755669,d
2014-03-22,2233356.6407420784,1685180.5680692215,2765097.2064521164,d
2014-03-23,151494.354260779,-462722.12045027746,642440.8518683434,d
2014-03-24,2781072.1383822123,2185698.1666132966,3359782.0319601526,d
2014-03-25,2356159.0014768876,1757462.6602864612,2875833.6024860595,d
2014-03-26,2297706.651566207,1763258.25533788,2863978.7130491,d
2014-03-27,2299830.191291196,1747076.6824452018,2915106.7405010564,d
2014-03-28,2504988.1252688416,1931721.230197924,3063400.4675677433,d
2014-03-29,2275041.501004407,1706745.8188256528,2853473.0799393347,d
2014-03-30,184379.9047802349,-400360.5612336071,740460.2668248215,d
2014-03-31,2804613.1251072893,2207362.7136901985,3348101.8165863324,d
2014-04-01,2370002.7623767857,1821785.8193671585,2926402.220779642,d
2014-04-02,2301707.2401414895,1755544.36593491,2894479.1757996716,d
2014-04-03,2294057.61802196,1685233.471343231,2850307.0909607722,d
2014-04-04,2489732.297208174,1917839.1187311646,3076667.145192211,d
2014-04-05,2250810.5795085765,1696092.559398249,2799755.982651217,d
2014-04-06,151892.9525372514,-393328.0177187302,721998.7886490935,d
2014-04-07,2764787.0729502435,2216052.0178919453,3383759.863784423,d
2014-04-08,2323933.885145928,1790866.649765166,2870958.4424640373,d
2014-04-09,2250647.497558462,1670897.8247687344,2836887.8459140793,d
2014-04-10,2239386.363901322,1676130.3685413601,2807964.180710831,d
2014-04-11,2432924.006471227,1831325.0189507979,2969570.9771412085,d
2014-04-12,2193399.368980715,1628335.0625179925,2757777.1921944385,d
2014-04-13,95434.77935766964,-504042.8760072019,697387.7893807408,d
2014-04-14,2710820.57909977,2124504.2495700307,3293793.677133346,d
2014-04-15,2273940.915291466,1729881.9419873157,2836363.8996262345,d
2014-04-16,2206014.348131954,1622387.6488530345,2782048.083415598,d
2014-04-17,2201366.8223155728,1670816.5336066426,2752482.468150415,d
2014-04-19,2171671.458036393,1606955.0560942704,2733932.7911283127,d
2014-04-20,82965.22096821456,-475671.21697805915,634097.609544495,d
2014-04-21,-67208.39143684576,-647656.233607392,519343.33229906094,d
2014-04-22,2281004.7241305783,1703211.5997368225,2856381.4248285377,d
2014-04-23,2222831.4903089036,1634912.8074194945,2786827.873005731,d
2014-04-24,2227574.818174387,1675177.8870774538,2782972.886915124,d
2014-04-25,2437582.460015373,1874659.972065417,3019746.2184614553,d
2014-04-26,2214550.3950998737,1678904.4790504072,2813036.003619387,d
2014-04-27,132652.11400883528,-469674.8290728346,659502.351575562,d
2014-04-28,2763234.8925515884,2209400.142389454,3369247.02206525,d
2014-04-29,2340257.2381093116,1786415.6911521808,2913060.135539103,d
2014-04-30,2284540.843414816,1713234.002339622,2846759.7997866967,d
2014-05-01,-124141.29225083091,-673373.6234549187,455138.83887686086,d
2014-05-02,2499096.356499045,1897727.0755242675,3096637.841048398,d
2014-05-03,2273358.837819013,1703750.9401723035,2880769.3373591513,d
2014-05-04,187056.25949356356,-406430.7153892317,771547.483272051,d
2014-05-05,2811621.4780233484,2261522.272540584,3405456.0294623165,d
2014-05-06,2381141.2020254675,1853219.9744979148,2973295.7366869836,d
2014-05-07,2316604.862377995,1758214.7094436653,2921518.200781995,d
2014-05-08,2312184.132583112,1784459.7241062832,2868756.784563603,d
2014-05-09,2510411.1118699303,1902048.8187543496,3080858.2621714743,d
2014-05-10,2273235.054273514,1702522.7931969075,2831704.225012948,d
2014-05-11,175145.44579594745,-394424.4620865466,763126.6638046246,d
2014-05-12,2787860.339644132,2231289.9953403925,3347353.310937661,d
2014-05-13,2345754.3342305706,1772347.373109686,2926144.3355515646,d
2014-05-14,2270099.7750398493,1699945.493727093,2799584.0839781812,d
2014-05-15,2255338.698241966,1713070.1473597481,2800744.1596646234,d
2014-05-16,2444253.73679673,1869754.1183441628,2987095.7139453557,d
2014-05-17,2199018.0733399116,1629553.2713103006,2781371.3030127184,d
2014-05-18,94312.43055521022,-475606.13586600806,662350.906977534,d
2014-05-19,2702008.1792276707,2122384.155186007,3246815.430956111,d
2014-05-20,2256591.096369866,1688310.4388420386,2783523.6544001573,d
2014-05-21,2179399.474615818,1634346.905009272,2759100.1569050043,d
2014-05-22,2164894.1905650687,1528514.5975847314,2736116.5472979685,d
2014-05-23,2355829.008881932,1806471.3120411711,2920696.9327436364,d
2014-05-24,2114301.2279665857,1561352.6743338672,2645048.6701709395,d
2014-05-25,14870.64300240879,-574646.5220824388,564598.7599933451,d
2014-05-26,2629245.856695613,2028237.3567509248,3201574.7444844004,d
2014-05-27,2191712.3855926804,1620099.2820735069,2726876.4197155833,d
2014-05-28,2123376.1468507596,1527018.3841176077,2732147.5355364624,d
2014-05-29,-188866.19463012088,-719187.0893219939,364375.97993500746,d
2014-05-30,2319379.964946981,1749888.9356652547,2907987.077266871,d
2014-05-31,2088005.4881367455,1542982.2075313083,2649799.279451799,d
2014-06-01,-1415.8999463489745,-581956.8364306967,532226.6678562083,d
2014-06-02,2622536.7072577756,2067572.363997114,3172763.889935628,d
2014-06-03,2193873.292841073,1620847.1994197716,2799921.2395335766,d
2014-06-04,2133443.880862533,1564186.6074787686,2693941.056724398,d
2014-06-05,2135221.808999942,1572257.452889752,2732102.9677929343,d
2014-06-06,2341487.2251038435,1756834.6173639414,2889492.3036733395,d
2014-06-07,2113890.5516740256,1539024.7868760137,2652870.7046800167,d
2014-06-08,26583.542914671823,-512519.2821975741,599204.9169794925,d
2014-06-09,-90846.12606249005,-637226.4499342443,428046.20405488077,d
2014-06-10,2220876.7185591576,1671212.75446154,2787283.5686372663,d
2014-06-11,2157338.7022539815,1578047.5415741727,2713501.784577779,d
2014-06-12,2154348.0275835,1593396.6574308048,2706290.86855667,d
2014-06-13,2354302.154825574,1776673.6651596227,2902518.4959029765,d
2014-06-14,2119010.773013873,1519935.1693846495,2699038.3292895425,d
2014-06-15,22822.46689482755,-502881.22453907254,597985.5552550671,d
2014-06-16,2637316.660830972,2106190.4516208717,3246802.062047078,d
2014-06-17,2196735.1365569793,1652158.3353941608,2739020.984185003,d
2014-06-18,2122226.619875703,1534722.297257139,2659727.7746163807,d
2014-06-19,2108121.872773062,1536279.1657132222,2650167.7543850206,d
2014-06-20,2297107.436075542,1734108.4538256852,2854802.2014760706,d
2014-06-21,2051278.0395006202,1484385.9703146757,2645639.975177049,d
2014-06-22,-54744.388173934305,-614977.926254707,522891.1361888816,d
2014-06-23,2550873.9245746033,1986840.0345985193,3118163.5271314126,d
2014-06-24,2102603.3666481585,1525965.5402960067,2663511.178304094,d
2014-06-25,2021789.529064591,1438354.5709832439,2592794.787780551,d
2014-06-26,2002923.1988307792,1464123.893255968,2539738.015700703,d
2014-06-27,2188810.043607928,1615574.8970863584,2776956.196965903,d
2014-06-28,1941620.1097594548,1403061.2657351622,2519093.5596807636,d
2014-06-29,-163994.85767625412,-731676.0580085521,366258.49960224325,d
2014-06-30,2443782.797293507,1854521.6131993053,2984219.858856684,d
2014-07-01,1999362.2481901187,1415872.921358362,2581485.7517905408,d
2014-07-02,1923984.8335891955,1365127.939193822,2508510.1829607477,d
2014-07-03,1911997.2778040273,1312362.0047869817,2481034.6303669196,d
2014-07-04,2106025.6669891477,1551185.1491888904,2657690.077246806,d
2014-07-05,1868030.1753475687,1293492.9898025177,2422826.0043670605,d
2014-07-06,-227571.6065188814,-803457.7246930298,327237.91490274057,d
2014-07-07,2390786.1556992475,1806991.586219686,2941296.655610008,d
2014-07-08,1957250.1756124,1333907.1342686983,2497835.107345314,d
2014-07-09,1892795.9347801595,1312770.0929661794,2453818.328567505,d
2014-07-10,1891508.1500939827,1388788.0475900525,2475585.8466241546,d
2014-07-11,2095761.7969411567,1493805.1025808777,2607567.8144361246,d
2014-07-12,1867283.4849122178,1281609.6329278417,2409046.1030581626,d
2014-07-13,-219719.14665623195,-785903.2089740189,378074.8421535899,d
2014-07-14,2406138.7167345155,1824870.591581469,2920630.375837947,d
2014-07-15,1978856.1257061847,1430618.924127963,2528238.9712344403,d
2014-07-16,1919297.6716737284,1365519.6739218757,2464251.824368043,d
2014-07-17,1921476.274264086,1336361.7282948112,2491478.715636311,d
2014-07-18,2127735.374584144,1566001.3394267114,2681216.839108416,d
2014-07-19,1899810.3111556626,1305261.1507750787,2464435.4900716185,d
2014-07-20,-188043.44032288739,-775034.1116852993,376402.421615505,d
2014-07-21,2435643.6147598256,1847805.9979460207,2981517.670072635,d
2014-07-22,2004988.7589262335,1430825.8558353104,2581710.0162113137,d
2014-07-23,1941004.1563961213,1368091.7683580997,2544072.390708457,d
2014-07-24,1937874.6459104428,1352163.5161863214,2473177.441083387,d
2014-07-25,2138134.3134928285,1571746.5534323815,2693717.6005045213,d
2014-07-26,1903721.7943270267,1320304.9343883458,2488793.057417128,d
2014-07-27,-190897.82508899318,-763682.4366849172,411877.6718441925,d
2014-07-28,2425954.4623903367,1856959.7270851021,2955035.706601625,d
2014-07-29,1988599.0613819791,1445935.5204272259,2553076.790671156,d
2014-07-30,1918238.883024596,1350718.1547815667,2456668.9967708765,d
2014-07-31,1909231.6378428258,1330670.9738295996,2452598.2180002704,d
2014-08-01,2104261.553626598,1491043.6975521198,2653481.6913663545,d
2014-08-02,1865390.6098310084,1289782.0910268486,2425528.7244996903,d
2014-08-03,-232822.7285148555,-773766.4892338214,320989.8845544028,d
2014-08-04,2381361.7802158184,1844133.1782694315,2929287.756050553,d
2014-08-05,1942292.497736636,1402100.6079191286,2510037.735721179,d
2014-08-06,1871166.9512210558,1287178.9383786372,2431888.798772533,d
2014-08-07,1862305.1236912794,1304553.4193560004,2450515.533540565,d
2014-08-08,2058323.1899760999,1472905.4614708181,2601472.063426144,d
2014-08-09,1821187.7177697935,1248454.7582973603,2372441.070218059,d
2014-08-10,-274661.7838878762,-877869.310769578,264462.7846862807,d
2014-08-11,2342376.9629830467,1817047.550707297,2938485.4987298255,d
2014-08-12,1906500.4589011073,1311840.7400396003,2445089.6880789245,d
2014-08-13,1838745.9913986402,1281737.2851717065,2408324.022203904,d
2014-08-14,1833270.6759584972,1278219.7626699144,2407061.4181412715,d
2014-08-15,2032530.9904683528,1507397.648303625,2592046.049318986,d
2014-08-16,1798342.6375655544,1218842.431162898,2386441.3611415573,d
2014-08-17,-294991.5627374102,-779056.0462520632,277911.9120507847,d
2014-08-18,2324013.0111118285,1759571.254547367,2876090.5519960197,d
2014-08-19,1889458.4502080434,1292185.8959205353,2427236.0110450927,d
2014-08-20,1822314.3169013434,1263802.8234325883,2364168.3091476313,d
2014-08-21,1816699.235294525,1218888.9146999156,2377159.585871019,d
2014-08-22,2015062.0042027875,1441598.5124370083,2516114.559142515,d
2014-08-23,1779601.8110566712,1232277.4375088036,2353637.1537310416,d
2014-08-24,-315683.7561749893,-865949.2122162381,279522.23775172234,d
2014-08-25,2300773.841071389,1783860.8193839458,2834958.5058818385,d
2014-08-26,1863187.448390656,1292601.12249727,2406455.1632280108,d
2014-08-27,1792660.7891286726,1209220.846368987,2352823.357534827,d
2014-08-28,1783465.810842981,1207280.014742713,2344957.3564171935,d
2014-08-29,1978218.8700121196,1443026.0522475461,2592461.366526124,d
2014-08-30,1738935.6872433962,1193074.0675817477,2289306.4266318493,d
2014-08-31,-359847.0781552901,-899409.6715812021,208438.0939270758,d
2014-09-01,2253615.3186131334,1705394.8488151121,2797099.7544241627,d
2014-09-02,1813702.8496455778,1224986.124743782,2364411.3219868504,d
2014-09-03,1741671.4636296364,1172149.237548841,2327435.6926327664,d
2014-09-04,1731924.9846578145,1129151.8331630526,2266002.246982847,d
2014-09-05,1927186.3966554673,1337053.0771605961,2480716.3540568207,d
2014-09-06,1689548.604043432,1127508.9568575742,2235748.87485548,d
2014-09-07,-406407.3445287247,-965372.0066438925,147911.48138829644,d
2014-09-08,2211072.496887922,1651954.2888239652,2805100.507431904,d
2014-09-09,1776340.7621393662,1194447.5975237386,2305818.844842812,d
2014-09-10,1710589.2679863516,1141275.8768283091,2320151.655147232,d
2014-09-11,1708121.777366143,1086393.0246623063,2281717.6512198965,d
2014-09-12,1911527.2553844028,1343677.328633955,2488288.1776730544,d
2014-09-13,1682733.6634650817,1088459.8953345313,2221619.2601738223,d
2014-09-14,-403869.79893043754,-955812.4105118619,135249.6861375266,d
2014-09-15,2223256.953961323,1665049.4127250167,2816386.2640585704,d
2014-09-16,1798236.3223466256,1191351.6687191213,2365144.316961172,d
2014-09-17,1742019.7379540221,1181934.4778639153,2330698.065077815,d
2014-09-18,1748667.0571129972,1189969.5315286864,2330094.569968914,d
2014-09-19,1960526.6639966418,1401302.7595952027,2595820.896147067,d
2014-09-20,1739296.130844719,1175569.4256397071,2299066.7479469306,d
2014-09-21,-340279.82235656725,-873470.4252178028,241402.5977455837,d
2014-09-22,2292579.524701902,1699387.3733523674,2814302.0413225656,d
2014-09-23,1871835.1603626139,1315736.2006149776,2462455.6137182727,d
2014-09-24,1818311.0236595732,1292620.2814329446,2361963.7342450926,d
2014-09-25,1825977.5050066563,1249478.9764262184,2363067.166646282,d
2014-09-26,2037134.6375243901,1418780.4712103985,2563377.3205570034,d
2014-09-27,1813474.7272522827,1263282.214382647,2356472.538919104,d
2014-09-28,-270787.9362826131,-832073.6386749606,272710.87971320644,d
2014-09-29,2355778.439433828,1736009.9605814563,2906133.4597777366,d
2014-09-30,1927258.6660520008,1374618.836321247,2464101.937966901,d
2014-10-01,1864639.4606105236,1317037.7207846292,2438921.2368769287,d
2014-10-02,1862089.008231593,1299547.8699758463,2442049.311749617,d
2014-10-03,-128438.50748367654,-716615.3319194826,447462.49847655493,d
2014-10-04,1826722.5097545881,1237121.4473810266,2398321.2663686615,d
2014-10-05,-269664.93508557044,-845400.4030281078,291657.86470174993,d
2014-10-06,2344685.2310900614,1813874.0136557107,2875031.1603962746,d
2014-10-07,1904141.685179905,1347228.9905226317,2487237.0864209873,d
2014-10-08,1829970.804472572,1305621.1201730429,2404005.035432184,d
2014-10-09,1816608.8086677801,1255749.6454138586,2365103.6054518363,d
2014-10-10,2006832.8879803484,1470153.912698012,2565748.335383178,d
2014-10-11,1762811.402606551,1244127.1050696108,2380786.8874832476,d
2014-10-12,-340778.85523151956,-930280.9885852239,236092.5696552947,d
2014-10-13,2267930.7436591666,1721074.0987486253,2784917.022911947,d
2014-10-14,1823424.7452298838,1251511.6306041225,2362838.159729376,d
2014-10-15,1747042.066464249,1197146.4726824693,2308636.5408809227,d
2014-10-16,1733246.4295106172,1130745.1198881122,2303171.6891441983,d
2014-10-17,1924797.0489104376,1380151.506644425,2494253.304766881,d
2014-10-18,1683799.672847582,1129835.3058762224,2238024.4202672895,d
2014-10-19,-415174.05187637475,-965044.7632252986,140007.735518613,d
2014-10-20,2200219.582824222,1631393.321184504,2761543.7136937184,d
2014-10-21,1763666.490697993,1171199.8946918393,2314612.368386906,d
2014-10-22,1696297.0025256472,1133570.500691747,2262254.220589275,d
2014-10-23,1692343.0857162315,1102535.0489844778,2264328.752649601,d
2014-10-24,1894315.9224148279,1369949.975261941,2472028.976043184,d
2014-10-25,1664064.2982013468,1068298.259319859,2231816.9103192305,d
2014-10-26,-424098.44041681057,-995046.4728841868,151302.83882887848,d
2014-10-27,2201299.9436786217,1630257.0945950218,2741886.8309626644,d
2014-10-28,1774326.4984221973,1210697.689012658,2324621.8455685363,d
2014-10-29,1715893.9520047815,1171925.7844502965,2281462.0848557376,d
2014-10-30,1720043.7780374787,1122650.3167241744,2283819.7537872177,d
2014-10-31,1929129.3633989955,1361779.9155105136,2501781.819289293,d
2014-11-01,1704879.0161182256,1078328.603914122,2276551.894541268,d
2014-11-03,2250507.325118981,1695456.2856960136,2835487.3195099095,d
2014-11-04,1825896.341416297,1275754.2422852842,2385231.188184369,d
2014-11-05,1768657.6230388104,1174692.225707194,2319806.1509664627,d
2014-11-06,1772926.2275992704,1263964.615512823,2345150.5531098633,d
2014-11-07,1981188.376421399,1401881.5225794385,2487924.686255856,d
2014-11-08,1755340.337643407,1196320.8899069848,2288127.375024661,d
2014-11-10,2296265.7221954633,1740082.4908305504,2877083.2913274076,d
2014-11-11,1869009.5431466938,1292556.1834220747,2451942.479798668,d
2014-11-12,1809256.9931027447,1203355.895113808,2393059.188822232,d
2014-11-13,1811392.246057059,1257491.9370600877,2393153.07121468,d
2014-11-14,2018144.0185625819,1462198.6089281365,2610943.6930366587,d
2014-11-15,1791636.5156096146,1268844.952475857,2373330.9847866707,d
2014-11-17,2334589.4877639245,1762060.819405087,2920123.4089987446,d
2014-11-18,1910337.7743176678,1342653.5808843165,2445218.7062518154,d
2014-11-19,1855063.6999849523,1272608.0419267607,2429941.694717034,d
2014-11-20,1863206.0774748616,1304502.9475959868,2390698.89553487,d
2014-11-21,2078040.7983741134,1517883.444336773,2624979.940131683,d
2014-11-22,1861107.3700405876,1315590.4860591446,2437645.155344123,d
2014-11-24,2427255.5378462947,1864689.9724974069,3012089.019051612,d
